[INFO ] [2023-07-19 00:31:08,625] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-20 04:01:18,875] Register Step 03: Enter to Lastname textbox with value is 'Zieme'
[INFO ] [2023-07-20 04:01:19,452] Register Step 04: Enter to Email textbox with value is 'jenine.vonrueden@yahoo.com'
[INFO ] [2023-07-20 04:01:19,681] Register Step 05: Enter to Password textbox with value is '%^0309!0'
[INFO ] [2023-07-20 04:01:19,806] Register - Step 06: Enter to Confirm Password textbox with value is '%^0309!0'
[INFO ] [2023-07-20 04:01:29,937] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-20 04:01:30,801] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-20 04:01:31,126] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-20 04:01:31,543] Login - Step 02: Enter to Email textbox with value is 'jenine.vonrueden@yahoo.com'
[INFO ] [2023-07-20 04:01:31,669] Login Step 03: Enter to Password textbox with value is '%^0309!0'
[INFO ] [2023-07-20 04:01:31,793] Login - Step 04: Click to Login button
[INFO ] [2023-07-20 04:01:33,258] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-20 04:01:33,589] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-20 04:01:34,310] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-20 04:01:34,372] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-20 04:01:34,431] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-20 04:01:34,492] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-20 04:01:34,557] OS name = windows 11
[INFO ] [2023-07-20 04:01:34,557] Driver instance name = chromedriver: chrome on windows (bb394a6db51fd5bf75ae96eeda6a7c34)
[INFO ] [2023-07-20 17:55:34,639] OS name = windows 11
[INFO ] [2023-07-20 17:55:34,639] 
[INFO ] [2023-07-20 17:56:19,983] OS name = windows 11
[INFO ] [2023-07-20 17:56:19,983] 
[INFO ] [2023-07-20 17:57:33,501] OS name = windows 11
[INFO ] [2023-07-20 17:57:33,501] 
[INFO ] [2023-07-20 18:00:23,783] OS name = windows 11
[INFO ] [2023-07-20 18:00:23,784] 
[INFO ] [2023-07-20 18:02:16,865] OS name = windows 11
[INFO ] [2023-07-20 18:02:16,866] Driver instance name = chromedriver: chrome on windows (5e4b3f08d608140833c3b3aeb6d404a8)
[INFO ] [2023-07-20 18:02:56,521] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-20 18:02:57,612] Register Step 02: Enter to Firstname textbox with value is 'Sheilah'
[INFO ] [2023-07-20 18:02:57,761] Register Step 03: Enter to Lastname textbox with value is 'Keeling'
[INFO ] [2023-07-20 18:02:58,229] Register Step 04: Enter to Email textbox with value is 'han.dickens@hotmail.com'
[INFO ] [2023-07-20 18:02:58,430] Register Step 05: Enter to Password textbox with value is 'F#nBVkZ!W^'
[INFO ] [2023-07-20 18:02:58,552] Register - Step 06: Enter to Confirm Password textbox with value is 'F#nBVkZ!W^'
[INFO ] [2023-07-20 18:03:08,690] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-20 18:03:09,434] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-20 18:03:09,890] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-20 18:03:10,298] Login - Step 02: Enter to Email textbox with value is 'han.dickens@hotmail.com'
[INFO ] [2023-07-20 18:03:10,433] Login Step 03: Enter to Password textbox with value is 'F#nBVkZ!W^'
[INFO ] [2023-07-20 18:03:10,549] Login - Step 04: Click to Login button
[INFO ] [2023-07-20 18:03:11,443] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-20 18:03:12,295] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-20 18:03:12,909] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-20 18:03:12,967] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-20 18:03:13,024] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-20 18:03:13,087] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-20 18:03:13,149] OS name = windows 11
[INFO ] [2023-07-20 18:03:13,149] Driver instance name = chromedriver: chrome on windows (dad461cfb6cffd53c90a130b0fb6b817)
[INFO ] [2023-07-20 18:33:28,461] OS name = windows 11
[INFO ] [2023-07-20 18:33:28,462] Driver instance name = chromedriver: chrome on windows (58e9cae1fdbbde1e4f1045acca040833)
[INFO ] [2023-07-20 18:33:45,668] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-20 18:33:46,787] Register Step 02: Enter to Firstname textbox with value is 'Logan'
[INFO ] [2023-07-20 18:33:46,925] Register Step 03: Enter to Lastname textbox with value is 'Price'
[INFO ] [2023-07-20 18:33:47,371] Register Step 04: Enter to Email textbox with value is 'allison.nolan@hotmail.com'
[INFO ] [2023-07-20 18:33:47,555] Register Step 05: Enter to Password textbox with value is 'dxn0ftmU%4'
[INFO ] [2023-07-20 18:33:47,675] Register - Step 06: Enter to Confirm Password textbox with value is 'dxn0ftmU%4'
[INFO ] [2023-07-20 18:33:57,799] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-20 18:33:58,477] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-20 18:33:58,913] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-20 18:33:59,304] Login - Step 02: Enter to Email textbox with value is 'allison.nolan@hotmail.com'
[INFO ] [2023-07-20 18:33:59,425] Login Step 03: Enter to Password textbox with value is 'dxn0ftmU%4'
[INFO ] [2023-07-20 18:33:59,550] Login - Step 04: Click to Login button
[INFO ] [2023-07-20 18:34:00,224] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-20 18:34:01,080] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-20 18:34:01,506] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-20 18:34:01,563] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-20 18:34:01,624] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-20 18:34:01,684] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-20 18:34:01,747] OS name = windows 11
[INFO ] [2023-07-20 18:34:01,747] Driver instance name = chromedriver: chrome on windows (3e2237f9a1fd0a5703476600c5c0ef86)
[INFO ] [2023-07-20 18:34:34,409] OS name = windows 11
[INFO ] [2023-07-20 18:34:34,411] Driver instance name = chromedriver: chrome on windows (f4c60ca35943b32de4fd49e2ed9b4102)
[INFO ] [2023-07-20 18:38:07,161] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-20 18:38:08,224] Register Step 02: Enter to Firstname textbox with value is 'Maurice'
[INFO ] [2023-07-20 18:38:08,376] Register Step 03: Enter to Lastname textbox with value is 'Barton'
[INFO ] [2023-07-20 18:38:08,837] Register Step 04: Enter to Email textbox with value is 'corinna.mclaughlin@gmail.com'
[INFO ] [2023-07-20 18:38:09,098] Register Step 05: Enter to Password textbox with value is '043$Q5hTftl'
[INFO ] [2023-07-20 18:38:09,218] Register - Step 06: Enter to Confirm Password textbox with value is '043$Q5hTftl'
[INFO ] [2023-07-20 18:38:19,349] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-20 18:38:20,026] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-20 18:38:20,475] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-20 18:38:20,832] Login - Step 02: Enter to Email textbox with value is 'corinna.mclaughlin@gmail.com'
[INFO ] [2023-07-20 18:38:21,003] Login Step 03: Enter to Password textbox with value is '043$Q5hTftl'
[INFO ] [2023-07-20 18:38:21,134] Login - Step 04: Click to Login button
[INFO ] [2023-07-20 18:38:21,979] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-20 18:38:22,864] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-20 18:38:23,324] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-20 18:38:23,382] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-20 18:38:23,441] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-20 18:38:23,503] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-20 18:38:23,567] OS name = windows 11
[INFO ] [2023-07-20 18:38:23,567] Driver instance name = chromedriver: chrome on windows (83535115ba954fcae2f03f81941a7164)
[INFO ] [2023-07-23 15:43:33,759] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-23 15:43:34,916] Register Step 02: Enter to Firstname textbox with value is 'Mee'
[INFO ] [2023-07-23 15:43:35,060] Register Step 03: Enter to Lastname textbox with value is 'Gislason'
[INFO ] [2023-07-23 15:43:35,544] Register Step 04: Enter to Email textbox with value is 'avis.jacobi@hotmail.com'
[INFO ] [2023-07-23 15:43:35,745] Register Step 05: Enter to Password textbox with value is '5T*RV6q&a'
[INFO ] [2023-07-23 15:43:35,865] Register - Step 06: Enter to Confirm Password textbox with value is '5T*RV6q&a'
[INFO ] [2023-07-23 15:43:45,999] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-23 15:43:46,745] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-23 15:43:47,331] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-23 15:43:47,737] Login - Step 02: Enter to Email textbox with value is 'avis.jacobi@hotmail.com'
[INFO ] [2023-07-23 15:43:47,892] Login Step 03: Enter to Password textbox with value is '5T*RV6q&a'
[INFO ] [2023-07-23 15:43:48,019] Login - Step 04: Click to Login button
[INFO ] [2023-07-23 15:43:49,423] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-23 15:43:50,200] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-23 15:43:50,748] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-23 15:43:50,810] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-23 15:43:50,869] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-23 15:43:50,932] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-23 15:43:50,997] OS name = windows 11
[INFO ] [2023-07-23 15:43:50,997] Driver instance name = chromedriver: chrome on windows (8caa5971b9ab22a38c5a9ad9342ba35e)
[INFO ] [2023-07-24 02:27:02,455] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-24 02:27:03,553] Register Step 02: Enter to Firstname textbox with value is 'Dan'
[INFO ] [2023-07-24 02:27:03,702] Register Step 03: Enter to Lastname textbox with value is 'Nikolaus'
[INFO ] [2023-07-24 02:27:04,152] Register Step 04: Enter to Email textbox with value is 'adolph.mayer@gmail.com'
[INFO ] [2023-07-24 02:27:04,353] Register Step 05: Enter to Password textbox with value is 'buzks&&*'
[INFO ] [2023-07-24 02:27:04,474] Register - Step 06: Enter to Confirm Password textbox with value is 'buzks&&*'
[INFO ] [2023-07-24 02:27:14,611] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-24 02:27:15,324] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-24 02:27:15,705] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-24 02:27:16,074] Login - Step 02: Enter to Email textbox with value is 'adolph.mayer@gmail.com'
[INFO ] [2023-07-24 02:27:16,249] Login Step 03: Enter to Password textbox with value is 'buzks&&*'
[INFO ] [2023-07-24 02:27:16,373] Login - Step 04: Click to Login button
[INFO ] [2023-07-24 02:27:17,076] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-24 02:27:17,435] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-24 02:27:17,835] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-24 02:27:17,893] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-24 02:27:17,955] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-24 02:27:18,013] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-24 02:27:18,077] OS name = windows 11
[INFO ] [2023-07-24 02:27:18,078] Driver instance name = chromedriver: chrome on windows (4da88e1aa01dce4899e2d67b869f88f7)
[INFO ] [2023-07-24 02:28:14,235] OS name = windows 11
[INFO ] [2023-07-24 02:28:14,235] Driver instance name = chromedriver: chrome on windows (4e447adfb0efeefe43ed1fa33e9b9498)
[INFO ] [2023-07-24 02:28:34,691] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-24 02:28:35,785] Register Step 02: Enter to Firstname textbox with value is 'Cleo'
[INFO ] [2023-07-24 02:28:35,938] Register Step 03: Enter to Lastname textbox with value is 'Wolff'
[INFO ] [2023-07-24 02:28:36,486] Register Step 04: Enter to Email textbox with value is 'denyse.koelpin@yahoo.com'
[INFO ] [2023-07-24 02:28:36,685] Register Step 05: Enter to Password textbox with value is '^U40gyM9w98'
[INFO ] [2023-07-24 02:28:36,806] Register - Step 06: Enter to Confirm Password textbox with value is '^U40gyM9w98'
[INFO ] [2023-07-24 02:28:46,938] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-24 02:28:47,648] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-24 02:28:48,098] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-24 02:28:48,468] Login - Step 02: Enter to Email textbox with value is 'denyse.koelpin@yahoo.com'
[INFO ] [2023-07-24 02:28:48,599] Login Step 03: Enter to Password textbox with value is '^U40gyM9w98'
[INFO ] [2023-07-24 02:28:48,725] Login - Step 04: Click to Login button
[INFO ] [2023-07-24 02:28:49,374] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-24 02:28:50,367] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-24 02:28:50,861] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-24 02:28:50,921] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-24 02:28:50,983] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-24 02:28:51,043] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-24 02:28:51,109] OS name = windows 11
[INFO ] [2023-07-24 02:28:51,109] Driver instance name = chromedriver: chrome on windows (1498e04d50e287b6055261d820dff1e5)
[INFO ] [2023-07-25 23:34:59,036] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-25 23:35:00,140] Register Step 02: Enter to Firstname textbox with value is 'Olen'
[INFO ] [2023-07-25 23:35:00,271] Register Step 03: Enter to Lastname textbox with value is 'Renner'
[INFO ] [2023-07-25 23:35:00,724] Register Step 04: Enter to Email textbox with value is 'tonette.beier@yahoo.com'
[INFO ] [2023-07-25 23:35:00,938] Register Step 05: Enter to Password textbox with value is '%ZIALB37'
[INFO ] [2023-07-25 23:35:01,062] Register - Step 06: Enter to Confirm Password textbox with value is '%ZIALB37'
[INFO ] [2023-07-25 23:35:11,190] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-25 23:35:11,910] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-25 23:35:12,432] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-25 23:35:12,863] Login - Step 02: Enter to Email textbox with value is 'tonette.beier@yahoo.com'
[INFO ] [2023-07-25 23:35:13,026] Login Step 03: Enter to Password textbox with value is '%ZIALB37'
[INFO ] [2023-07-25 23:35:13,149] Login - Step 04: Click to Login button
[INFO ] [2023-07-25 23:35:13,953] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-25 23:35:14,821] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-25 23:35:15,286] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-25 23:35:15,344] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-25 23:35:15,404] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-25 23:35:15,467] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-25 23:35:15,532] OS name = windows 11
[INFO ] [2023-07-25 23:35:15,532] Driver instance name = chromedriver: chrome on windows (6f69cbdc3a18d3ced16a87897d03197c)
[INFO ] [2023-07-25 23:37:49,509] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-25 23:37:50,786] Register Step 02: Enter to Firstname textbox with value is 'Aleta'
[INFO ] [2023-07-25 23:37:50,862] Register Step 03: Enter to Lastname textbox with value is 'Torp'
[INFO ] [2023-07-25 23:37:51,824] Register Step 04: Enter to Email textbox with value is 'sydney.mcdermott@yahoo.com'
[INFO ] [2023-07-25 23:37:51,948] Register Step 05: Enter to Password textbox with value is '*Ic%&31co$'
[INFO ] [2023-07-25 23:37:52,032] Register - Step 06: Enter to Confirm Password textbox with value is '*Ic%&31co$'
[INFO ] [2023-07-25 23:38:02,109] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-25 23:38:02,796] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-25 23:38:03,051] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-25 23:38:03,402] Login - Step 02: Enter to Email textbox with value is 'sydney.mcdermott@yahoo.com'
[INFO ] [2023-07-25 23:38:03,494] Login Step 03: Enter to Password textbox with value is '*Ic%&31co$'
[INFO ] [2023-07-25 23:38:03,575] Login - Step 04: Click to Login button
[INFO ] [2023-07-25 23:38:04,212] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-25 23:38:04,400] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-25 23:38:04,780] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-25 23:38:04,837] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-25 23:38:04,897] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-25 23:38:04,960] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-25 23:38:05,024] OS name = windows 11
[INFO ] [2023-07-25 23:38:05,024] Driver instance name = firefoxdriver: firefox on windows (8df22af6-2270-4d59-b8d1-618454b86393)
[INFO ] [2023-07-25 23:38:58,811] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-25 23:39:32,968] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-25 23:39:33,054] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-25 23:39:42,471] OS name = windows 11
[INFO ] [2023-07-25 23:39:42,472] Driver instance name = firefoxdriver: firefox on windows (4cc0fe4f-ef9b-47ca-aea1-6fa6965b8ad6)
[INFO ] [2023-07-25 23:39:42,481] Browsing context has been discarded
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'VUND30992', ip: '192.168.100.5', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.18'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: false, browserName: firefox, browserVersion: 115.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230710165010, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 14668, moz:profile: C:\Users\WELCOME\AppData\Lo..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 4cc0fe4f-ef9b-47ca-aea1-6fa6965b8ad6
[INFO ] [2023-07-25 23:40:00,257] Register Step 01: Navigate to 'Register' page
[INFO ] [2023-07-25 23:40:01,064] Register Step 02: Enter to Firstname textbox with value is 'Randell'
[INFO ] [2023-07-25 23:40:01,146] Register Step 03: Enter to Lastname textbox with value is 'Willms'
[INFO ] [2023-07-25 23:40:02,107] Register Step 04: Enter to Email textbox with value is 'kris.bergnaum@yahoo.com'
[INFO ] [2023-07-25 23:40:02,231] Register Step 05: Enter to Password textbox with value is 'lShF%&Bmr'
[INFO ] [2023-07-25 23:40:02,314] Register - Step 06: Enter to Confirm Password textbox with value is 'lShF%&Bmr'
[INFO ] [2023-07-25 23:40:12,404] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-25 23:40:13,217] Register - Step 08: Verify register success message is displayed
[INFO ] [2023-07-25 23:40:13,456] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-25 23:40:13,829] Login - Step 02: Enter to Email textbox with value is 'kris.bergnaum@yahoo.com'
[INFO ] [2023-07-25 23:40:13,911] Login Step 03: Enter to Password textbox with value is 'lShF%&Bmr'
[INFO ] [2023-07-25 23:40:13,990] Login - Step 04: Click to Login button
[INFO ] [2023-07-25 23:40:14,651] Login Step 05: Verify 'My Account' link is displayed
[INFO ] [2023-07-25 23:40:14,869] My Account Step 01: Navigate to 'My Account' page
[INFO ] [2023-07-25 23:40:15,258] My Account Step 02: Verify 'Customer Infor' page is displayed
[INFO ] [2023-07-25 23:40:15,331] My Account Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-25 23:40:15,388] My Account Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-25 23:40:15,449] My Account Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-25 23:40:15,515] OS name = windows 11
[INFO ] [2023-07-25 23:40:15,515] Driver instance name = firefoxdriver: firefox on windows (b0d74810-54e4-4422-9b96-1287b51c82ff)
